,model_id,percent,product_id
2852,238,8,CHDN
2853,238,8,TRVN
2854,238,7,IRBT
2855,238,7,CARA
2856,238,10,CWST
2857,239,10,HTHT
2858,239,6,CGEN
2859,239,8,BRY
2860,239,7,KNDI
2861,239,10,ARWR
2862,239,7,BANX
2863,239,5,CIZN
2864,239,6,IPAR
2865,239,8,HLIO
2866,239,9,CMCT
2867,239,7,SYBX
2868,239,17,ASUR
2869,240,10,PSCD
2870,240,9,CLXT
2871,240,10,ESG
2872,240,8,FTA
2873,240,10,PXLW
2874,240,9,RNLC
2875,240,7,HBANO
2876,240,9,QABA
2877,240,5,ABDC
2878,240,7,FRGI
2879,240,5,UEPS
2880,240,11,GIGE
2881,241,6,CMCO
2882,241,6,PACB
2883,241,9,NBEV
2884,241,7,AAXN
2885,241,7,ULH
2886,241,9,LMRKP
2887,241,6,GMLPP
2888,241,7,HQY
2889,241,7,IIIN
2890,241,7,QTRX
2891,241,10,SNOA
2892,241,19,CHKP
2893,242,9,ASPU
2894,242,9,TARA
2895,242,9,DLHC
2896,242,7,BLNK
2897,242,10,AVNW
2898,242,9,LMBS
2899,242,7,EYES
2900,242,9,GALT
2901,242,8,DLTH
2902,242,6,UVSP
2903,242,7,CPST
2904,242,10,CFRX
2905,243,7,USEG
2906,243,9,BKNG
2907,243,6,IBKR
2908,243,9,SNDL
2909,243,7,VERU
2910,243,5,AGND
2911,243,9,RNST
2912,243,6,NRIM
2913,243,8,MCMJW
2914,243,8,FLN
2915,243,9,DWAT
2916,243,17,OPRX
2917,244,6,CBRL
2918,244,10,TACO
2919,244,9,JBHT
2920,244,9,QYLD
2921,244,6,PSCM
2922,244,9,XSPA
2923,244,8,IDCC
2924,244,5,CMCT
2925,244,5,BLBD
2926,244,7,INTU
2927,244,8,LMNL
2928,244,18,CCCL
2929,245,7,PVAL
2930,245,10,SLGN
2931,245,7,KTOV
2932,245,7,MGYR
2933,245,8,BATRK
2934,245,9,XFOR
2935,245,5,MRNS
2936,245,6,MSON
2937,245,6,BSMS
2938,245,7,AHCO
2939,245,7,FCEL
2940,245,21,QADA
2941,246,7,DRAD
2942,246,6,TDAC
2943,246,5,NCBS
2944,246,10,ASTE
2945,246,6,ATOS
2946,246,6,SVVC
2947,246,5,EMXC
2948,246,10,ARKR
2949,246,10,LTRX
2950,246,7,LIVX
2951,246,9,ENTA
2952,246,19,DHC
2953,247,6,IBTX
2954,247,8,SFNC
2955,247,6,AY
2956,247,5,AMAT
2957,247,8,SGMS
2958,247,10,SUSB
2959,247,7,PRTA
2960,247,8,ALTR
2961,247,8,LXRX
2962,247,9,FSCT
2963,247,5,BCDA
2964,247,20,QFIN
2965,248,10,PCRX
2966,248,7,BVXV
2967,248,10,CREX
2968,248,10,CNSP
2969,248,8,MVBF
2970,248,7,OMCL
2971,248,9,TACT
2972,248,6,RIVE
2973,248,6,DXCM
2974,248,5,VNET
2975,248,8,GMHI
2976,248,14,HTHT
2977,249,8,CPHC
2978,249,6,MLNX
2979,249,10,WVE
2980,249,9,UROV
2981,249,9,ISTB
2982,249,6,TW
2983,249,5,FCVT
2984,249,5,JKI
2985,249,9,QCLN
2986,249,7,ARCC
2987,249,10,ACTT
2988,249,16,VCEL
2989,250,6,FLLC
2990,250,6,AOBC
2991,250,5,CHSCN
2992,250,5,CMBM
2993,250,9,BFC
2994,250,5,RUSHB
2995,250,5,VTWG
2996,250,8,PGJ
2997,250,9,LXRX
2998,250,5,TFSL
2999,250,5,ISBC
3000,250,32,PACQ
3001,251,8,TIGR
3002,251,10,BNTX
3003,251,9,DEAC
3004,251,10,OTEX
3005,251,8,CDLX
3006,251,7,WEN
3007,251,10,GTHX
3008,251,5,EXEL
3009,251,6,CHFS
3010,251,5,ORBC
3011,251,10,GLDI
3012,251,12,AUTO
3013,252,7,PTVCB
3014,252,8,VIE
3015,252,6,CSWI
3016,252,9,PERI
3017,252,10,OZK
3018,252,8,ESPO
3019,252,5,ECHO
3020,252,9,SOHOB
3021,252,7,LGND
3022,252,6,TENX
3023,252,8,DGRW
3024,252,17,SFNC
3025,253,10,BSCQ
3026,253,10,BKNG
3027,253,9,BSCT
3028,253,5,SOXX
3029,253,8,HUGE
3030,253,7,CARE
3031,253,6,TCBIP
3032,253,5,GTLS
3033,253,8,CPSI
3034,253,7,ONVO
3035,253,5,SFM
3036,253,20,BREW
3037,254,6,DVAX
3038,254,8,ISSC
3039,254,6,OPGN
3040,254,10,IUS
3041,254,10,PRCP
3042,254,7,LOGC
3043,254,10,FPA
3044,254,9,TZOO
3045,254,6,COST
3046,254,9,VCYT
3047,254,8,SNBR
3048,254,11,EDAP
3049,255,9,MCBS
3050,255,9,WHLM
3051,255,10,GENC
3052,255,10,HTBX
3053,255,10,BNGO
3054,255,9,SGRP
3055,255,7,JFIN
3056,255,9,LPLA
3057,255,7,BBP
3058,255,9,REED
3059,255,8,TVTY
3060,255,3,ZNGA
3061,256,7,ACER
3062,256,9,CVLY
3063,256,6,SPNS
3064,256,6,TSCO
3065,256,9,TYME
3066,256,10,ODP
3067,256,6,AMRH
3068,256,7,AMEH
3069,256,7,BND
3070,256,7,LYTS
3071,256,6,TPTX
3072,256,20,DNJR
3073,257,8,SONM
3074,257,9,JBHT
3075,257,7,RNEM
3076,257,5,LARK
3077,257,6,LBTYB
3078,257,5,AWRE
3079,257,8,BOMN
3080,257,6,AERI
3081,257,5,UMBF
3082,257,9,SGEN
3083,257,9,AOSL
3084,257,23,BBP
3085,258,7,FTSV
3086,258,10,PPBI
3087,258,9,MMSI
3088,258,10,BKYI
3089,258,7,TCCO
3090,258,10,LQDT
3091,258,8,ATRI
3092,258,9,SUPN
3093,258,9,SLIM
3094,258,10,SCSC
3095,258,7,IMTE
3096,258,4,TMDX
3097,259,6,PULM
3098,259,7,ADVM
3099,259,10,BCTF
3100,259,7,TRIB
3101,259,7,VSAT
3102,259,9,LXRX
3103,259,10,KBSF
3104,259,7,DGRE
3105,259,7,TATT
3106,259,10,NSIT
3107,259,9,FOCS
3108,259,11,GRTX
3109,260,9,RBB
3110,260,10,MDIV
3111,260,6,EBAY
3112,260,6,CBSHP
3113,260,10,CHFS
3114,260,8,ECPG
3115,260,9,DEAC
3116,260,9,MGEN
3117,260,10,FRGI
3118,260,8,BKYI
3119,260,5,TWOU
3120,260,10,QQQ
3121,261,10,IIN
3122,261,10,ESCA
3123,261,9,LMB
3124,261,7,TRCH
3125,261,5,SGRP
3126,261,10,BROG
3127,261,9,CZWI
3128,261,10,NGHCN
3129,261,10,RPAY
3130,261,9,FGEN
3131,261,8,CTRM
3132,261,3,MFNC
3133,262,10,AMZN
3134,262,7,MTP
3135,262,7,VSAT
3136,262,7,MIST
3137,262,7,BRID
3138,262,7,PRFZ
3139,262,6,PRSC
3140,262,5,PNQI
3141,262,5,DWMC
3142,262,6,JFKKU
3143,262,8,LACQ
3144,262,25,PKBK
3145,263,9,FEYE
3146,263,9,BRQS
3147,263,10,TCPC
3148,263,10,PTON
3149,263,8,UONE
3150,263,10,ATOS
3151,263,8,YAYO
3152,263,9,HOLI
3153,263,7,HLIO
3154,263,6,AZPN
3155,263,9,AMCI
3156,263,5,PDD
3157,264,9,UMRX
3158,264,10,FTSL
3159,264,9,MIDD
3160,264,9,WPRT
3161,264,7,FULT
3162,264,7,MLCO
3163,264,8,GTYH
3164,264,5,FYC
3165,264,10,MLVF
3166,264,6,GLRE
3167,264,6,MDJH
3168,264,14,UFPT
3169,265,5,CNOB
3170,265,6,MPWR
3171,265,10,LRGE
3172,265,7,FTC
3173,265,7,LIQT
3174,265,9,LMRK
3175,265,6,CXSE
3176,265,8,NSTG
3177,265,6,CLAR
3178,265,10,TQQQ
3179,265,5,ATIF
3180,265,21,YIN
3181,266,5,QTT
3182,266,10,IMMU
3183,266,7,LCAHU
3184,266,7,SCHN
3185,266,5,PVAC
3186,266,6,HTBK
3187,266,6,MNLO
3188,266,5,BGCP
3189,266,7,INO
3190,266,8,BKNG
3191,266,5,GNFT
3192,266,29,LINC
3193,267,9,WTRH
3194,267,7,FOXA
3195,267,10,BSCP
3196,267,5,BSCL
3197,267,5,CFMS
3198,267,10,BLKB
3199,267,9,INSUU
3200,267,10,CATC
3201,267,6,NTRP
3202,267,10,PNTG
3203,267,7,AVID
3204,267,12,FCVT
3205,268,8,ADBE
3206,268,8,DRNA
3207,268,5,MBCN
3208,268,8,TECTP
3209,268,8,FNK
3210,268,10,UFO
3211,268,9,SVA
3212,268,10,MGEE
3213,268,9,RCM
3214,268,5,FPXI
3215,268,9,EZPW
3216,268,11,LKFN
3217,269,7,LSXMK
3218,269,10,ABDC
3219,269,5,NMIH
3220,269,10,DNLI
3221,269,7,USAU
3222,269,8,VIAV
3223,269,9,CNAT
3224,269,8,ANTE
3225,269,10,OFS
3226,269,8,RNDM
3227,269,7,YORW
3228,269,11,DWIN
3229,270,9,SFBC
3230,270,5,LECO
3231,270,6,KLXE
3232,270,5,FOSL
3233,270,7,STAA
3234,270,10,AGFS
3235,270,5,INFO
3236,270,10,EVOK
3237,270,10,QLYS
3238,270,8,AHCO
3239,270,7,GNLN
3240,270,18,MRNS
3241,271,6,DSLV
3242,271,6,CERC
3243,271,7,EXPO
3244,271,10,SONA
3245,271,10,CARZ
3246,271,7,CDOR
3247,271,5,SGBX
3248,271,9,BANR
3249,271,6,BJK
3250,271,5,DIOD
3251,271,5,AOBC
3252,271,24,FFIN
3253,272,10,MYL
3254,272,10,MPB
3255,272,8,EPIX
3256,272,5,JSML
3257,272,8,RTTR
3258,272,5,IEC
3259,272,10,TVIX
3260,272,6,FSBC
3261,272,7,QQQ
3262,272,8,ZBIO
3263,272,8,HCAT
3264,272,15,ATLO
3265,273,7,DINT
3266,273,8,HELE
3267,273,8,AIRT
3268,273,9,RTTR
3269,273,9,CACG
3270,273,6,MIK
3271,273,5,ICBK
3272,273,8,RNLC
3273,273,6,XAIR
3274,273,8,CSA
3275,273,9,LXRX
3276,273,17,MRUS
3277,274,10,PBBI
3278,274,5,APEX
3279,274,8,VRTX
3280,274,6,CYCN
3281,274,7,ISNS
3282,274,7,AWRE
3283,274,8,BIOC
3284,274,7,KLXE
3285,274,7,MCHX
3286,274,8,IMMR
3287,274,6,STKL
3288,274,21,TELL
3289,275,5,ROAD
3290,275,9,BSJP
3291,275,10,AY
3292,275,9,ISIG
3293,275,5,XPEL
3294,275,6,COMT
3295,275,10,FORD
3296,275,9,CUE
3297,275,7,IFMK
3298,275,8,IEA
3299,275,8,VIRC
3300,275,14,OLED
3301,276,8,CLCT
3302,276,7,IBKC
3303,276,7,FEMS
3304,276,6,CHFS
3305,276,9,DISCB
3306,276,5,GNTY
3307,276,9,OTEL
3308,276,9,KGJI
3309,276,7,CLNE
3310,276,5,TLSA
3311,276,6,IXUS
3312,276,22,NSEC
3313,277,7,NYMX
3314,277,10,CHKP
3315,277,5,RCII
3316,277,10,NTCT
3317,277,9,SP
3318,277,9,WTREP
3319,277,5,CVGI
3320,277,10,EMXC
3321,277,6,ISDX
3322,277,5,UTSI
3323,277,9,MNOV
3324,277,15,NVAX
3325,278,8,BSJM
3326,278,7,SPHS
3327,278,10,HBP
3328,278,5,COLM
3329,278,8,NBSE
3330,278,10,FIVE
3331,278,9,HLG
3332,278,6,CMCT
3333,278,9,CNAT
3334,278,8,WABC
3335,278,8,PSCU
3336,278,12,SRNE
3337,279,5,BRPA
3338,279,9,ASNA
3339,279,6,OSN
3340,279,6,TECD
3341,279,9,MORN
3342,279,6,DVAX
3343,279,7,SLDB
3344,279,8,NVCR
3345,279,8,NWFL
3346,279,7,GOGO
3347,279,8,NXTC
3348,279,21,BFST
3349,280,7,HCAT
3350,280,8,DWEQ
3351,280,5,ORMP
3352,280,9,RTLR
3353,280,5,STRT
3354,280,5,DCAR
3355,280,6,SBBX
3356,280,8,MTSL
3357,280,6,GRVY
3358,280,7,TIGO
3359,280,9,EQRR
3360,280,25,URBN
3361,281,10,NTLA
3362,281,8,QQEW
3363,281,8,ALTM
3364,281,8,USMC
3365,281,5,GVP
3366,281,10,QCOM
3367,281,7,BSJK
3368,281,9,COOP
3369,281,9,BCDA
3370,281,7,TRMK
3371,281,5,FTAG
3372,281,14,NSEC
3373,282,8,EIGR
3374,282,5,HVBC
3375,282,9,AOSL
3376,282,6,SLVO
3377,282,5,IEA
3378,282,9,REED
3379,282,8,VBLT
3380,282,5,SIFY
3381,282,10,EDAP
3382,282,5,AREC
3383,282,7,PCRX
3384,282,23,USAU
3385,283,8,UFO
3386,283,9,SONO
3387,283,5,ZKIN
3388,283,6,THTX
3389,283,10,JCOM
3390,283,6,RILY
3391,283,6,EQIX
3392,283,9,VLY
3393,283,9,FVC
3394,283,6,GLIBA
3395,283,5,CLSN
3396,283,21,IART
3397,284,9,IUSG
3398,284,7,EML
3399,284,9,CHUY
3400,284,10,DXYN
3401,284,7,OLLI
3402,284,8,UONE
3403,284,8,ABCB
3404,284,8,HABT
3405,284,10,HFFG
3406,284,8,CRUS
3407,284,5,FGM
3408,284,11,HOVNP
3409,285,9,MKSI
3410,285,9,BPFH
3411,285,7,SNY
3412,285,5,APTX
3413,285,5,BANFP
3414,285,8,USLM
3415,285,6,POAI
3416,285,7,AY
3417,285,9,IPAR
3418,285,8,FORM
3419,285,6,LDRI
3420,285,21,AGNC
3421,286,8,DENN
3422,286,10,UTMD
3423,286,5,TRHC
3424,286,9,SAFT
3425,286,10,SONO
3426,286,7,RDHL
3427,286,7,CWBC
3428,286,7,MBIN
3429,286,9,AMZN
3430,286,8,IXUS
3431,286,10,ATOM
3432,286,10,OLLI
3433,287,6,PSEC
3434,287,9,ADRU
3435,287,8,TLRY
3436,287,7,SGMS
3437,287,8,FTR
3438,287,7,RNMC
3439,287,6,ACWX
3440,287,7,CHSCN
3441,287,7,IPGP
3442,287,9,DSLV
3443,287,6,VIR
3444,287,20,AMAT
3445,288,5,ESTR
3446,288,5,GIII
3447,288,9,TAIT
3448,288,8,FKU
3449,288,5,TXN
3450,288,7,WAFU
3451,288,10,ENTX
3452,288,6,AKCA
3453,288,8,BCDA
3454,288,10,CHEF
3455,288,5,IROQ
3456,288,22,TSBK
3457,289,8,CLWT
3458,289,10,ACT
3459,289,5,ENLV
3460,289,5,MBWM
3461,289,9,ISIG
3462,289,5,FMHI
3463,289,7,ADP
3464,289,7,FAMI
3465,289,7,DCOM
3466,289,8,CTG
3467,289,7,MBIO
3468,289,22,GRSH
3469,290,6,GNMK
3470,290,10,DWFI
3471,290,9,PIO
3472,290,9,FCFS
3473,290,10,SMRT
3474,290,7,PI
3475,290,8,CHNA
3476,290,6,KBWB
3477,290,8,WETF
3478,290,10,IDCC
3479,290,6,PEBK
3480,290,11,UIHC
3481,291,5,VKTX
3482,291,9,IMTE
3483,291,6,AMRS
3484,291,6,CDNA
3485,291,10,CFFN
3486,291,5,TACT
3487,291,9,XBIO
3488,291,8,NTGR
3489,291,9,QRVO
3490,291,5,QCOM
3491,291,10,SMTC
3492,291,18,FCAN
3493,292,9,CHNA
3494,292,9,DVY
3495,292,7,GTHX
3496,292,7,TOPS
3497,292,5,OSTK
3498,292,9,COMT
3499,292,7,EDNT
3500,292,10,WEN
3501,292,6,CFMS
3502,292,10,MTEM
3503,292,5,TCRD
3504,292,16,CBNK
3505,293,6,ESG
3506,293,5,NTGN
3507,293,9,RBZ
3508,293,9,SOHU
3509,293,10,DOCU
3510,293,10,ICFI
3511,293,6,AAL
3512,293,10,ATIF
3513,293,7,ZIONN
3514,293,8,LHCG
3515,293,9,SSP
3516,293,11,SVVC
3517,294,10,GLPI
3518,294,8,MIDD
3519,294,8,MINI
3520,294,8,CTXS
3521,294,8,PROV
3522,294,6,SPWH
3523,294,9,KBSF
3524,294,5,SPPI
3525,294,7,ICLK
3526,294,8,YAYO
3527,294,7,GRMN
3528,294,16,ZFGN
3529,295,6,LTRPB
3530,295,10,NGHCP
3531,295,9,TFSL
3532,295,9,CNTY
3533,295,8,ABUS
3534,295,6,CYCCP
3535,295,7,BVXV
3536,295,7,ASND
3537,295,8,MOBL
3538,295,6,MASI
3539,295,10,CSF
3540,295,14,FATE
3541,296,7,BSRR
3542,296,10,SMMT
3543,296,6,VECO
3544,296,10,MCMJW
3545,296,8,NNDM
3546,296,5,VCNX
3547,296,9,WRLS
3548,296,5,BWAY
3549,296,9,ACTTW
3550,296,9,YGYI
3551,296,7,PRMW
3552,296,15,BMTC
3553,297,7,AAOI
3554,297,5,CERC
3555,297,5,NBRV
3556,297,6,ESEA
3557,297,7,CLGN
3558,297,10,FCVT
3559,297,5,LMB
3560,297,8,CLUB
3561,297,5,WATT
3562,297,5,MBOT
3563,297,10,ICLR
3564,297,27,DAIO
3565,298,7,GNUS
3566,298,5,EXFO
3567,298,7,CNOB
3568,298,8,WSG
3569,298,8,TGEN
3570,298,9,ANSS
3571,298,6,HTLF
3572,298,6,TREE
3573,298,10,ABUS
3574,298,10,CSIQ
3575,298,5,ECHO
3576,298,19,AMCX
3577,299,5,HBNC
3578,299,9,EVOL
3579,299,8,GSHD
3580,299,5,MLAB
3581,299,8,VTIP
3582,299,7,AMED
3583,299,5,AXSM
3584,299,8,SUNS
3585,299,9,GMLPP
3586,299,7,MYOS
3587,299,8,CGNX
3588,299,21,SLGG
3589,300,9,FTXG
3590,300,6,ITRN
3591,300,5,KZR
3592,300,10,DLTR
3593,300,7,WRLS
3594,300,9,ESPR
3595,300,8,AMOT
3596,300,6,KLDO
3597,300,9,AGRX
3598,300,7,CCNE
3599,300,9,BBIO
3600,300,15,CNFR
3601,301,9,PRAA
3602,301,9,WHLRD
3603,301,10,MGEN
3604,301,10,CORE
3605,301,9,DGII
3606,301,7,CRNX
3607,301,7,RCII
3608,301,6,KBLM
3609,301,10,IVAC
3610,301,5,CHNA
3611,301,6,LMNR
3612,301,12,TCCO
3613,302,9,GO
3614,302,7,NPA
3615,302,6,PETQ
3616,302,6,DZSI
3617,302,10,GLAD
3618,302,5,NBL
3619,302,6,SLP
3620,302,10,NVAX
3621,302,8,BSCN
3622,302,5,NSEC
3623,302,9,MARA
3624,302,19,ANGO
3625,303,8,TXMD
3626,303,6,DRIO
3627,303,5,ESLT
3628,303,7,DISCB
3629,303,5,ASYS
3630,303,8,PTGX
3631,303,5,MBII
3632,303,10,CDXS
3633,303,9,ZBRA
3634,303,7,NGHCO
3635,303,9,INGN
3636,303,21,NIU
3637,304,7,ETON
3638,304,5,MGLN
3639,304,9,ARKR
3640,304,5,LATNU
3641,304,7,RDUS
3642,304,10,LINC
3643,304,5,TXG
3644,304,9,CHMA
3645,304,7,FNLC
3646,304,6,FID
3647,304,6,PTC
3648,304,24,NGHC
3649,305,10,HOFT
3650,305,5,MCHP
3651,305,8,RDNT
3652,305,6,CRNC
3653,305,5,ICHR
3654,305,8,SILK
3655,305,9,PENN
3656,305,5,FLEX
3657,305,9,TLGT
3658,305,5,TVTY
3659,305,5,PERI
3660,305,25,DUO
3661,306,8,ZVO
3662,306,6,GEC
3663,306,6,RTTR
3664,306,8,CONE
3665,306,8,AMGN
3666,306,10,REGN
3667,306,9,AEMD
3668,306,6,LVHD
3669,306,10,REKR
3670,306,9,UBIO
3671,306,5,JBHT
3672,306,15,IDXG
3673,307,10,VMBS
3674,307,6,HLIT
3675,307,7,PRGS
3676,307,7,TC
3677,307,5,RMNI
3678,307,6,LCA
3679,307,5,CCRN
3680,307,5,BRKR
3681,307,5,IMRN
3682,307,6,TILE
3683,307,7,PI
3684,307,31,ANSS
3685,308,5,PDBC
3686,308,5,RFDI
3687,308,6,CNCR
3688,308,8,TMDI
3689,308,6,ZEUS
3690,308,6,SMTC
3691,308,9,VTWV
3692,308,8,HSII
3693,308,9,LAWS
3694,308,6,JAGX
3695,308,5,ULTA
3696,308,27,MTCH
3697,309,6,GHSI
3698,309,10,TQQQ
3699,309,9,CTRC
3700,309,9,GRNQ
3701,309,8,ESPO
3702,309,7,AXLA
3703,309,5,FEMB
3704,309,7,REKR
3705,309,10,LITE
3706,309,5,FNK
3707,309,5,CSIQ
3708,309,19,GRID
3709,310,10,MRAM
3710,310,9,IZEA
3711,310,10,PGTI
3712,310,7,GNLN
3713,310,7,FXNC
3714,310,10,HYND
3715,310,8,NEO
3716,310,9,SYPR
3717,310,10,AGNCN
3718,310,9,NLOK
3719,310,9,INVA
3720,310,2,ESCA
3721,311,5,OYST
3722,311,10,QRTEB
3723,311,10,TELA
3724,311,5,STKS
3725,311,5,TITN
3726,311,8,CBIO
3727,311,6,LKCO
3728,311,5,ASMB
3729,311,8,NYMT
3730,311,8,TBBK
3731,311,5,SYNA
3732,311,25,POPE
3733,312,8,RFIL
3734,312,8,WSG
3735,312,7,VETS
3736,312,8,OXSQ
3737,312,7,LYL
3738,312,8,VBIV
3739,312,6,OLED
3740,312,6,HARP
3741,312,5,MAGS
3742,312,10,UONEK
3743,312,6,MBIO
3744,312,21,UAE
3745,313,10,LANC
3746,313,5,KALU
3747,313,10,KMPH
3748,313,7,SUSB
3749,313,7,FFIN
3750,313,8,EDRY
3751,313,7,DGII
3752,313,8,ARDX
3753,313,6,OBCI
3754,313,9,PBFS
3755,313,7,RIGL
3756,313,16,MCHX
3757,314,6,FLLCU
3758,314,6,BPOP
3759,314,10,NCLH
3760,314,7,HAIN
3761,314,10,ASND
3762,314,10,LHCG
3763,314,6,LFVN
3764,314,10,LSCC
3765,314,9,FULC
3766,314,7,GNSS
3767,314,6,HA
3768,314,13,FTCS
3769,315,5,FIZZ
3770,315,9,JSMD
3771,315,6,BILI
3772,315,10,KBLM
3773,315,5,CFBI
3774,315,7,EDNT
3775,315,6,ATIF
3776,315,9,MNTA
3777,315,7,RDI
3778,315,10,ACLS
3779,315,8,DLTH
3780,315,18,LTRPB
3781,316,9,HBP
3782,316,8,FWRD
3783,316,7,PHCF
3784,316,6,SYNL
3785,316,6,FTA
3786,316,8,FV
3787,316,9,ARLP
3788,316,8,MRKR
3789,316,7,APRE
3790,316,10,VLGEA
3791,316,5,CTIB
3792,316,17,BSJN
3793,317,9,LITE
3794,317,5,MNOV
3795,317,10,BMRN
3796,317,6,VBIV
3797,317,8,APPS
3798,317,9,DLBS
3799,317,9,MBRX
3800,317,8,FTXG
3801,317,8,AKTX
3802,317,8,SFBS
3803,317,5,DGICA
3804,317,15,AIMC
3805,318,8,RBNC
3806,318,7,OPRA
3807,318,5,TCOM
3808,318,8,ARCC
3809,318,8,LPCN
3810,318,9,PCAR
3811,318,10,CTBI
3812,318,7,TRVG
3813,318,8,SSSS
3814,318,7,TW
3815,318,9,FRPT
3816,318,14,VG
3817,319,8,LOGI
3818,319,8,PIRS
3819,319,7,AHCO
3820,319,8,TWIN
3821,319,5,EXPD
3822,319,5,PSTV
3823,319,7,WVE
3824,319,10,ARAY
3825,319,6,ESTR
3826,319,7,BIOL
3827,319,7,ESEA
3828,319,22,SHEN
3829,320,5,CORV
3830,320,10,MDGS
3831,320,6,CCD
3832,320,8,MAR
3833,320,7,TERP
3834,320,7,JSML
3835,320,8,ARWR
3836,320,8,GNMX
3837,320,10,SES
3838,320,6,MCFT
3839,320,6,GLIBP
3840,320,19,BFIT
3841,321,9,LLNW
3842,321,10,CDEV
3843,321,7,NVCR
3844,321,8,HSTM
3845,321,8,FOMX
3846,321,7,MTBC
3847,321,7,FAMI
3848,321,10,SAFT
3849,321,10,KRNY
3850,321,7,WKEY
3851,321,7,CDXS
3852,321,10,GT
3853,322,6,BIB
3854,322,5,TELA
3855,322,6,PDD
3856,322,5,HYLS
3857,322,9,RFIL
3858,322,8,UNFI
3859,322,8,PCAR
3860,322,9,PBCT
3861,322,6,AGLE
3862,322,6,SLGG
3863,322,8,GFN
3864,322,24,LJPC
3865,323,5,ECOW
3866,323,6,GYRO
3867,323,10,MPB
3868,323,9,VRSN
3869,323,7,ULBI
3870,323,9,ALTY
3871,323,9,NLOK
3872,323,5,VVUS
3873,323,8,NSSC
3874,323,8,DEAC
3875,323,10,INSG
3876,323,14,ROBO
3877,324,5,IMBI
3878,324,9,FBIOP
3879,324,9,DXJS
3880,324,8,DZSI
3881,324,9,UAL
3882,324,5,SIVB
3883,324,10,UNAM
3884,324,6,FUTU
3885,324,10,PKBK
3886,324,8,DRRX
3887,324,6,USLM
3888,324,15,HARP
3889,325,10,CHIC
3890,325,5,FDTS
3891,325,7,LBTYA
3892,325,6,MCHI
3893,325,9,ATOM
3894,325,5,KMPH
3895,325,6,ARPO
3896,325,10,AUTO
3897,325,9,MTRX
3898,325,5,SURF
3899,325,9,XBIO
3900,325,19,IGSB
3901,326,6,BFST
3902,326,8,AGIO
3903,326,5,MCRI
3904,326,8,PBCT
3905,326,6,PFI
3906,326,9,ESGG
3907,326,9,HHHH
3908,326,8,CUTR
3909,326,5,RTTR
3910,326,6,PIRS
3911,326,5,FTXD
3912,326,25,ZBRA
3913,327,6,AIA
3914,327,5,UXIN
3915,327,6,ZSAN
3916,327,6,OBCI
3917,327,6,PACQ
3918,327,7,AAME
3919,327,8,BWB
3920,327,10,PLXS
3921,327,8,CERN
3922,327,5,ISRG
3923,327,9,ASUR
3924,327,24,DGICA
3925,328,7,PVAC
3926,328,5,HOOK
3927,328,9,ZFGN
3928,328,7,WMGI
3929,328,10,VMD
3930,328,9,FATE
3931,328,10,AMPH
3932,328,7,TESS
3933,328,10,SPEX
3934,328,5,IEC
3935,328,7,OVBC
3936,328,14,FLN
3937,329,6,CNST
3938,329,10,LIVKU
3939,329,9,VONE
3940,329,8,ETTX
3941,329,6,EAST
3942,329,10,SEDG
3943,329,7,IUSB
3944,329,9,BFIN
3945,329,5,SGLB
3946,329,6,OKTA
3947,329,7,FEYE
3948,329,17,TWIN
3949,330,8,SRDX
3950,330,10,SGLB
3951,330,7,TYME
3952,330,7,ASRV
3953,330,7,MILN
3954,330,7,EBTC
3955,330,5,MCEF
3956,330,9,TACO
3957,330,9,GDEN
3958,330,6,CVCO
3959,330,6,GLAD
3960,330,19,XSPA
3961,331,9,OMCL
3962,331,8,ITMR
3963,331,9,ESXB
3964,331,10,CID
3965,331,9,MIDD
3966,331,7,MPAA
3967,331,6,GWRS
3968,331,10,PFIE
3969,331,10,LGND
3970,331,6,DOCU
3971,331,6,HIMX
3972,331,10,THMO
3973,332,8,REAL
3974,332,5,SURF
3975,332,8,CZNC
3976,332,10,CROX
3977,332,9,DMLP
3978,332,10,ATRC
3979,332,5,BSML
3980,332,5,COUP
3981,332,6,EDNT
3982,332,10,PEP
3983,332,8,INMD
3984,332,16,GVP
3985,333,7,MSTR
3986,333,5,PGNY
3987,333,10,GBDC
3988,333,10,LILA
3989,333,8,FRBK
3990,333,7,ESG
3991,333,9,FCEF
3992,333,7,NUAN
3993,333,10,PRFT
3994,333,8,SYNL
3995,333,6,TLRY
3996,333,13,BRKL
3997,334,8,LILA
3998,334,7,PESI
3999,334,8,AMSF
4000,334,9,MEDP
4001,334,7,CSCO
4002,334,10,RPD
4003,334,8,PACW
4004,334,9,MMSI
4005,334,8,SEEL
4006,334,8,ROCK
4007,334,5,KWEB
4008,334,13,EXC
4009,335,9,WATT
4010,335,5,NEPH
4011,335,8,LILA
4012,335,9,GBT
4013,335,6,MCHI
4014,335,8,VIAC
4015,335,7,ONB
4016,335,6,CSSE
4017,335,5,IMMR
4018,335,8,NTWK
4019,335,7,MOR
4020,335,22,GLPI
4021,336,6,AGBAU
4022,336,9,YAYO
4023,336,10,MKGI
4024,336,9,MBIN
4025,336,7,APEX
4026,336,7,GLDI
4027,336,8,PUYI
4028,336,5,UIHC
4029,336,8,GRIN
4030,336,9,BCOV
4031,336,7,CSX
4032,336,15,QADA
4033,337,5,BLRX
4034,337,5,BSMP
4035,337,5,SORL
4036,337,10,EMCB
4037,337,5,PDCE
4038,337,6,CATM
4039,337,6,BCBP
